qid,question,answer,context
261,Ban thanh tra nhân dân nằm ở đâu?,"Văn phòng:497 Hoà hảo, Phường 7, Quận 10 Tp.HCM  
    Điện thoại: 0283 9573 946  
    Email:  ktx@hcmut.edu.vn  
    Giám đốc: ThS. Trần Tấn Phúc  
    Email Giám đốc: ttphuc@hcmut.edu.vn","Ban giảng dạy thực hành
Trưởng ban: KS. Đỗ Huỳnh Nhật
Email: dohuynhat@hcmut.edu.vn
Xưởng Cơ Khí
Trưởng xưởng: GVC. ThS. Phan Hoàng Long
Email: phlong@hcmut.edu.vn
Trưởng PTN Công nghệ Thiết kế và Gia công Tiên tiến
Trưởng PTN: PGS. TS. Trần Thiên Phúc
Email: ttphuc.rectie@hcmut.edu.vn
Phòng thí nghiệm trực thuộc khoa
PTN CAD/CAM
PTN Đo lường
PTN Điều khiển và tự động hóa
PTN Công nghệ tạo hình và xử lý vật liệu
Thư viện Khoa
Xưởng cơ khí
Phòng không gian CDIO"
262,Trưởng ban thanh tra nhân dân là ai?,"Văn phòng:497 Hoà hảo, Phường 7, Quận 10 Tp.HCM  
    Điện thoại: 0283 9573 946","Ban giảng dạy thực hành
Trưởng ban: KS. Đỗ Huỳnh Nhật
Email: dohuynhat@hcmut.edu.vn
Xưởng Cơ Khí
Trưởng xưởng: GVC. ThS. Phan Hoàng Long
Email: phlong@hcmut.edu.vn
Trưởng PTN Công nghệ Thiết kế và Gia công Tiên tiến
Trưởng PTN: PGS. TS. Trần Thiên Phúc
Email: ttphuc.rectie@hcmut.edu.vn
Phòng thí nghiệm trực thuộc khoa
PTN CAD/CAM
PTN Đo lường
PTN Điều khiển và tự động hóa
PTN Công nghệ tạo hình và xử lý vật liệu
Thư viện Khoa
Xưởng cơ khí
Phòng không gian CDIO"
263,Bách Khoa có ký túc xá không?,ThS. Trần Tấn Phúc,"Khoa Kỹ thuật Xây dựng
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: PGS. TS. Lê Anh Tuấn (Email: latuan@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Lương Văn Hải (Email: lvhai@hcmut.edu.vn)
Phó Trưởng khoa: TS. Lưu Xuân Lộc (Email: lxloc@hcmut.edu.vn)
Phó Trưởng khoa: TS. Lê Hoài Long (Email: lehoailong@hcmut.edu.vn)
Bộ môn
Bộ môn Cầu đường: 
Trưởng bộ môn: PGS. TS. Nguyễn Mạnh Tuấn
Email: nmanhtuan@hcmut.edu.vn
Bộ môn Cơ lưu chất: 
Trưởng bộ môn: PGS. TS. Lê Song Giang
Email: lsgiang@hcmut.edu.vn
Bộ môn Công trình:
Trưởng bộ môn: PGS. TS. Ngô Hữu Cường
Email: ngohuucuong@hcmut.edu.vn
Bộ môn Địa Tin học: 
Trưởng bộ môn: TS. Lương Bảo Bình
Email: lbbinh@hcmut.edu.vn
Bộ môn Địa cơ Nền móng: 
Trưởng bộ môn: TS. Nguyễn Trung Kiên
Email: nguyentrungkien@hcmut.edu.vn
Bộ môn Hình họa - Vẽ kỹ thuật:
Trưởng bộ môn: TS. Huỳnh Tấn Phát
Email: nguyentrungkien@hcmut.edu.vn
Bộ môn Kiến trúc: 
Trưởng bộ môn: TS. Nguyễn Quốc Vinh
Email: vinh.bmkt@hcmut.edu.vn
Bộ môn Kỹ thuật Tài nguyên nước: 
Trưởng bộ môn: TS. Nguyễn Quang Trưởng
Email: nqtruong@hcmut.edu.vn
Bộ môn Sức bền Kết cấu: 
Trưởng bộ môn: TS. Nguyễn Hồng Ân
Email: annguyen@hcmut.edu.vn
Bộ môn Vật liệu Xây dựng: 
Trưởng bộ môn: PGS. TS. Bùi Phương Trinh
Email: buiphuongtrinh@hcmut.edu.vn
Bộ môn Cảng - Công trình Biển:
Trưởng bộ môn: TS. Lê Tuấn Anh
Email: tuananh131188@hcmut.edu.vn
Bộ môn Thi công & Quản lý Xây dựng: 
Trưởng bộ môn: TS. Lê Hoài Long
Email: lehoailong@hcmut.edu.vn"
264,Địa chỉ của ký túc xá Bách Khoa?,"268 Lý Thường Kiệt, Quận 10, Thành phố Hồ Chí Minh","Trường Đại học Bách khoa – ĐHQG-HCM và các lãnh đạo cấp trên về mọi mặt hoạt động của Khoa. Trực tiếp chỉ đạo và quản lý công tác: Tổ chức – nhân sự. Tài chính, cơ sở vật chất. Thi đua – khen thưởng. Phát triển đào tạo. Đoàn thể. Dự án đầu tư. Triển khai thực hiện chiến lược, định hướng phát triển Khoa. Phó Trưởng khoa: TS. Phạm Minh Tuấn (Email: pminhtuan@hcmut.edu.vn) Phụ trách công tác: Đào tạo đại học các hệ. Đào tạo sau đại học. Thực hành – Thí nghiệm. Khảo thí – Bảo đảm Chất lượng. Phó Trưởng khoa: PGS. TS. Nguyễn Quốc Chí (Email: nqchi@hcmut.edu.vn) Phụ trách công tác: Khoa học và công nghệ. Quan hệ quốc tế, quan hệ doanh nghiệp. Thoả thuận hợp tác (MOU) giữa khoa với đối tác. Dự toán mua sắm, sửa chữa thiết bị. Cựu sinh viên. Triển khai thực hiện chiến lược, định hướng phát triển Khoa. Phó Trưởng khoa: PGS. TS. Phạm Quang Trung (Email: quangtrung@hcmut.edu.vn) Phụ trách công tác: Sinh viên, giáo viên chủ nhiệm. Quản trị thương hiệu – Truyền thông, tổ chức sự kiện. ISO. Quản lý website của Khoa. Báo cáo, thống kê số liệu. Tuyển sinh (tư vấn, tiếp đoàn học sinh tham quan,…). Văn phòng Khoa."
266,Giám đốc Ký túc xá Bách Khoa là ai,NHà B2,"Trung tâm BR&T:
Giám đốc: ThS. Lại Huy Hùng
Email: lhhung@hcmut.edu.vn
Phòng Mô phỏng:
Trưởng phòng: PGS. TS. Phạm Quốc Trung
Email: pqtrung@hcmut.edu.vn"
267,Trung tâm Ươm tạo Doanh nghiệp Công nghệ nằm ở đâu?,TS. Nguyễn Quang Long,"Khoa Kỹ thuật Hóa học 
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: PGS. TS. Nguyễn Quang Long (Email: nqlong@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Trần Tấn Việt (Email: trantanviet@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Võ Đình Lệ Tâm (Email: vdlt@hcmut.edu.vn)
Phó Trưởng khoa: TS. Nguyễn Minh Kha (Email: nmkha@hcmut.edu.vn)"
268,Cách thức liên hệ với trung tâm ươm tạo doanh nghiệp công nghệ?,"Văn phòng: B2 – 268 Lý Thường Kiệt, Quận 10,TP. HCM  
   Điện thoại: 0283 8650 448 \- 5689  
   Fax: 0283 8637 504  
   Website: https://che.hcmut.edu.vn/  
   Trưởng khoa: PGS. TS. Nguyễn Quang Long  
   Email của Trưởng khoa: nqlong@hcmut.edu.vn","Khoa Kỹ thuật Hóa học 
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: PGS. TS. Nguyễn Quang Long (Email: nqlong@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Trần Tấn Việt (Email: trantanviet@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Võ Đình Lệ Tâm (Email: vdlt@hcmut.edu.vn)
Phó Trưởng khoa: TS. Nguyễn Minh Kha (Email: nmkha@hcmut.edu.vn)"
269,Văn phòng kĩ thuật hóa học nằm ở đâu?,qttho@hcmut.edu.vn,"Khoa Khoa học và Kỹ thuật Máy tính
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: PGS. TS. Quản Thành Thơ (Email: qttho@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Phạm Quốc Cường
Phó Trưởng khoa: PGS. TS. Phạm Hoàng Anh
Phó Trưởng khoa: PGS. TS. Trần Ngọc Thịnh
Bộ môn
Bộ môn Công nghệ Phần mềm: Trưởng bộ môn: TS. Trương Tuấn Anh
Bộ môn Hệ thống thông tin: Khoa trực tiếp phụ trách
Bộ môn Hệ thống và Mạng máy tính: Trưởng bộ môn: TS. Nguyễn Đức Thái
Bộ môn Khoa học Máy tính: Trưởng bộ môn: PGS. TS. Lê Hồng Trang
Bộ môn Kỹ thuật Máy tính: Khoa trực tiếp phụ trách"
270,Trưởng khoa kĩ thuật hóa học là ai?,"B6 – 268 Lý Thường Kiệt, Quận 10, TP. HCM","Khoa Kỹ thuật Hóa học 
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: PGS. TS. Nguyễn Quang Long (Email: nqlong@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Trần Tấn Việt (Email: trantanviet@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Võ Đình Lệ Tâm (Email: vdlt@hcmut.edu.vn)
Phó Trưởng khoa: TS. Nguyễn Minh Kha (Email: nmkha@hcmut.edu.vn)
Bộ môn
Bộ môn Công nghệ Sinh học: 
Trưởng bộ môn: PGS. TS. Lê Thị Thủy Tiên
Email: ltttien@hcmut.edu.vn
Bộ môn Công nghệ Thực phẩm:
Trưởng bộ môn: GS. TS. Lê Văn Việt Mẫn
Email: lvvman@hcmut.edu.vn
Bộ môn Kỹ thuật Hóa vô cơ: 
Trưởng bộ môn: PGS. TS. Lê Minh Viễn
Email: lmvien@hcmut.edu.vn
Bộ môn Kỹ thuật Hóa Hữu cơ: 
Trưởng bộ môn: PGS. TS. Lê Vũ Hà
Email: lvh@hcmut.edu.vn
Bộ môn Kỹ thuật Chế biến Dầu khí:
Trưởng bộ môn: TS. Phạm Hồ Mỹ Phương
Email: phmphuong@hcmut.edu.vn
Bộ môn Kỹ thuật Hóa lý & Phân tích: 
Trưởng bộ môn: PGS. TS. Nguyễn Trường Sơn
Email: ntson@hcmut.edu.vn
Bộ môn Quá trình và Thiết bị: 
Trưởng bộ môn: TS. Bùi Ngọc Pha
Email: buingocpha@hcmut.edu.vn"
271,Tôi cần liên hệ bên khoa kĩ thuật hóa học thì cần làm gì?,Trưởng khoa Kỹ thuật Hóa học,"Khoa Kỹ thuật Hóa học 
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: PGS. TS. Nguyễn Quang Long (Email: nqlong@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Trần Tấn Việt (Email: trantanviet@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Võ Đình Lệ Tâm (Email: vdlt@hcmut.edu.vn)
Phó Trưởng khoa: TS. Nguyễn Minh Kha (Email: nmkha@hcmut.edu.vn)"
272,Tôi có thể xin thêm gmaill của trưởng khoa kĩ thuật máy tính được không?,"Kỹ thuật xây dựng
Kỹ thuật môi trường
Quản lý công nghiẹp","Khoa Kỹ thuật Xây dựng
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: PGS. TS. Lê Anh Tuấn (Email: latuan@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Lương Văn Hải (Email: lvhai@hcmut.edu.vn)
Phó Trưởng khoa: TS. Lưu Xuân Lộc (Email: lxloc@hcmut.edu.vn)
Phó Trưởng khoa: TS. Lê Hoài Long (Email: lehoailong@hcmut.edu.vn)
Bộ môn
Bộ môn Cầu đường: 
Trưởng bộ môn: PGS. TS. Nguyễn Mạnh Tuấn
Email: nmanhtuan@hcmut.edu.vn
Bộ môn Cơ lưu chất: 
Trưởng bộ môn: PGS. TS. Lê Song Giang
Email: lsgiang@hcmut.edu.vn
Bộ môn Công trình:
Trưởng bộ môn: PGS. TS. Ngô Hữu Cường
Email: ngohuucuong@hcmut.edu.vn
Bộ môn Địa Tin học: 
Trưởng bộ môn: TS. Lương Bảo Bình
Email: lbbinh@hcmut.edu.vn
Bộ môn Địa cơ Nền móng: 
Trưởng bộ môn: TS. Nguyễn Trung Kiên
Email: nguyentrungkien@hcmut.edu.vn
Bộ môn Hình họa - Vẽ kỹ thuật:
Trưởng bộ môn: TS. Huỳnh Tấn Phát
Email: nguyentrungkien@hcmut.edu.vn
Bộ môn Kiến trúc: 
Trưởng bộ môn: TS. Nguyễn Quốc Vinh
Email: vinh.bmkt@hcmut.edu.vn
Bộ môn Kỹ thuật Tài nguyên nước: 
Trưởng bộ môn: TS. Nguyễn Quang Trưởng
Email: nqtruong@hcmut.edu.vn
Bộ môn Sức bền Kết cấu: 
Trưởng bộ môn: TS. Nguyễn Hồng Ân
Email: annguyen@hcmut.edu.vn
Bộ môn Vật liệu Xây dựng: 
Trưởng bộ môn: PGS. TS. Bùi Phương Trinh
Email: buiphuongtrinh@hcmut.edu.vn
Bộ môn Cảng - Công trình Biển:
Trưởng bộ môn: TS. Lê Tuấn Anh
Email: tuananh131188@hcmut.edu.vn
Bộ môn Thi công & Quản lý Xây dựng: 
Trưởng bộ môn: TS. Lê Hoài Long
Email: lehoailong@hcmut.edu.vn"
273,Văn phòng kĩ thuật xây dựng nằm ở đâu?,"Trưởng khoa: PGS. TS. Lê Anh Tuấn  
   Email của Trưởng khoa: latuan@hcmut.edu.vn","Khoa Kỹ thuật Xây dựng
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: PGS. TS. Lê Anh Tuấn (Email: latuan@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Lương Văn Hải (Email: lvhai@hcmut.edu.vn)
Phó Trưởng khoa: TS. Lưu Xuân Lộc (Email: lxloc@hcmut.edu.vn)
Phó Trưởng khoa: TS. Lê Hoài Long (Email: lehoailong@hcmut.edu.vn)"
274,Nguyễn Quang Long là ai?,"Trưởng khoa: PGS. TS. Nguyễn Quang Long  
   Email của Trưởng khoa: nqlong@hcmut.edu.vn","Khoa Kỹ thuật Hóa học 
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: PGS. TS. Nguyễn Quang Long (Email: nqlong@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Trần Tấn Việt (Email: trantanviet@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Võ Đình Lệ Tâm (Email: vdlt@hcmut.edu.vn)
Phó Trưởng khoa: TS. Nguyễn Minh Kha (Email: nmkha@hcmut.edu.vn)"
275,"Phân biệt các email của từng khoa:
kktxd@hcmut.edu.vn
kmt@hcmut.edu.vn
kqlcn@hcmut.edu.vn",Trưởng Khoa Quản lý Công nghiệp,"Khoa Quản lý Công nghiệp
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: TS. Dương Như Hùng (Email: duongnhuhung@hcmut.edu.vn)
Phó Trưởng khoa: TS. Nguyễn Vũ Quang (Email: nvquang@hcmut.edu.vn)
Phó Trưởng khoa: TS. Huỳnh Thị Minh Châu (Email: htmchau@hcmut.edu.vn)
Phó Trưởng khoa: ThS. Trần Duy Thanh (Email: tdthanh@hcmut.edu.vn)
Bộ môn
Hệ thống thông tin quản lý: 
Trưởng bộ môn: PGS. TS. Phạm Quốc Trung
Email: pqtrung@hcmut.edu.vn
Bộ môn Quản lý Sản xuất Vận hành:
Trưởng bộ môn: TS. Lê Phước Luông
Email: lpluong@hcmut.edu.vn
Bộ môn Tài chính: 
Trưởng bộ môn: TS. Nguyễn Thu Hiền
Email: nthuhien@hcmut.edu.vn
Bộ môn Tiếp thị và Quản lý: 
Trưởng bộ môn: TS. Lê Thị Thanh Xuân
Email: lttxuan@hcmut.edu.vn"
276,Vui lòng cung cấp thông tin trưởng Khoa Kĩ thuật xây dựng,"Phòng 306, Nhà A4, Trường Đại học Bách khoa, 268 Lý Thường Kiệt, Phường 14, Quận 10, TP.HCM","Khoa Kỹ thuật Xây dựng
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: PGS. TS. Lê Anh Tuấn (Email: latuan@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Lương Văn Hải (Email: lvhai@hcmut.edu.vn)
Phó Trưởng khoa: TS. Lưu Xuân Lộc (Email: lxloc@hcmut.edu.vn)
Phó Trưởng khoa: TS. Lê Hoài Long (Email: lehoailong@hcmut.edu.vn)
Bộ môn
Bộ môn Cầu đường: 
Trưởng bộ môn: PGS. TS. Nguyễn Mạnh Tuấn
Email: nmanhtuan@hcmut.edu.vn
Bộ môn Cơ lưu chất: 
Trưởng bộ môn: PGS. TS. Lê Song Giang
Email: lsgiang@hcmut.edu.vn
Bộ môn Công trình:
Trưởng bộ môn: PGS. TS. Ngô Hữu Cường
Email: ngohuucuong@hcmut.edu.vn"
277,Cung cấp email của khoa kĩ thuật hóa học,"**Địa Chỉ:** Phòng 306, Nhà A4, Trường Đại học Bách khoa, 268 Lý Thường Kiệt, Phường 14, Quận 10, TP.HCM- **Điện Thoại:** 028 7301 4183 - 03 9798 9798- **Email:** oisp@hcmut.edu.vn; dtqt_tuvan@hcmut.edu.vn; mbamci_admission@hcmut.edu.vn; imp_admission@hcmut.edu.vn- **Website:** oisp.hcmut.edu.vn; mba-mci.hcmut.edu.vn; imp.hcmut.edu.vn- **Facebook:** [facebook.com/bkquocte](https://facebook.com/bkquocte)- **YouTube:** [youtube.com/bkoisp](https://youtube.com/bkoisp)","Khoa Kỹ thuật Hóa học 
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: PGS. TS. Nguyễn Quang Long (Email: nqlong@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Trần Tấn Việt (Email: trantanviet@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Võ Đình Lệ Tâm (Email: vdlt@hcmut.edu.vn)
Phó Trưởng khoa: TS. Nguyễn Minh Kha (Email: nmkha@hcmut.edu.vn)"
278,TS. Dương Như Hùng là ai ?,PGS. TS. Đặng Đăng Tùng,"Khoa Quản lý Công nghiệp
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: TS. Dương Như Hùng (Email: duongnhuhung@hcmut.edu.vn)
Phó Trưởng khoa: TS. Nguyễn Vũ Quang (Email: nvquang@hcmut.edu.vn)
Phó Trưởng khoa: TS. Huỳnh Thị Minh Châu (Email: htmchau@hcmut.edu.vn)
Phó Trưởng khoa: ThS. Trần Duy Thanh (Email: tdthanh@hcmut.edu.vn)
Bộ môn
Hệ thống thông tin quản lý: 
Trưởng bộ môn: PGS. TS. Phạm Quốc Trung
Email: pqtrung@hcmut.edu.vn
Bộ môn Quản lý Sản xuất Vận hành:
Trưởng bộ môn: TS. Lê Phước Luông
Email: lpluong@hcmut.edu.vn
Bộ môn Tài chính: 
Trưởng bộ môn: TS. Nguyễn Thu Hiền
Email: nthuhien@hcmut.edu.vn
Bộ môn Tiếp thị và Quản lý: 
Trưởng bộ môn: TS. Lê Thị Thanh Xuân
Email: lttxuan@hcmut.edu.vn"
279,Văn phòng đào tạo quốc tế nằm ở đâu?,(https://youtube.com/bkoisp,"Văn phòng Khoa.
Bộ môn
Bộ môn Kỹ thuật hệ thống công nghiệp
Trưởng bộ môn: TS. Nguyễn Vạng Phúc Nguyên
Email: nguyennvp@hcmut.edu.vn
Bộ môn Thiết bị & Công nghệ Vật liệu cơ khí
Trưởng bộ môn: PGS. TS. Nguyễn Thanh Hải
Email: haint@hcmut.edu.vn
Bộ môn Cơ điện tử
Trưởng bộ môn: TS. Phùng Trí Công
Email: ptcong@hcmut.edu.vn
Bộ môn Thiết kế máy
Trưởng bộ môn: TS. Nguyễn Vũ Thịnh
Email: vuthinh.n@hcmut.edu.vn
Bộ môn Kỹ thuật dệt may
Trưởng bộ môn: TS. Lê Song Thanh Quỳnh
Email: lstquynh@hcmut.edu.vn
Bộ môn Chế tạo máy
Trưởng bộ môn: TS. Trần Hải Nam
Email: namth@hcmut.edu.vn
Bộ môn Kỹ thuật Máy xây dựng & Nâng chuyển
Trưởng bộ môn: PGS. TS. Lưu Thanh Tùng
Email: ttluu@hcmut.edu.vn
Bộ môn Công nghệ nhiệt lạnh
Trưởng bộ môn: TS. Hà Anh Tùng
Email: ha-tung@hcmut.edu.vn
Bộ môn Quản lý và kỹ thuật bảo trì
Trưởng bộ môn: PGS. TS. Nguyễn Thanh Trương
Email: thtruong@hcmut.edu.vn"
281,Người đứng đầu văn phòng đào tạo quốc tế là ai?,"**PGS. TS. Trần Thiên Phúc \- Phó Hiệu trưởng:**  
   Phụ trách công tác: Đào tạo đại học, đào tạo sau đại học, đào tạo không chính quy, đào tạo không thường xuyên, đảm bảo chất lượng, khảo thí, thư viện, giáo trình, cựu sinh viên và thực hiện các nhiệm vụ khác theo sự phân công của Hiệu trưởng.","Trưởng PTN Công nghệ Thiết kế và Gia công Tiên tiến
Trưởng PTN: PGS. TS. Trần Thiên Phúc
Email: ttphuc.rectie@hcmut.edu.vn"
283,Trung tâm Đào tạo và Phát triển nguồn nhân lực Đại học Bách khoa nằm ở đâu?,,"Khoa Quản lý Công nghiệp
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: TS. Dương Như Hùng (Email: duongnhuhung@hcmut.edu.vn)
Phó Trưởng khoa: TS. Nguyễn Vũ Quang (Email: nvquang@hcmut.edu.vn)
Phó Trưởng khoa: TS. Huỳnh Thị Minh Châu (Email: htmchau@hcmut.edu.vn)
Phó Trưởng khoa: ThS. Trần Duy Thanh (Email: tdthanh@hcmut.edu.vn)
Bộ môn
Hệ thống thông tin quản lý: 
Trưởng bộ môn: PGS. TS. Phạm Quốc Trung
Email: pqtrung@hcmut.edu.vn
Bộ môn Quản lý Sản xuất Vận hành:
Trưởng bộ môn: TS. Lê Phước Luông
Email: lpluong@hcmut.edu.vn
Bộ môn Tài chính: 
Trưởng bộ môn: TS. Nguyễn Thu Hiền
Email: nthuhien@hcmut.edu.vn
Bộ môn Tiếp thị và Quản lý: 
Trưởng bộ môn: TS. Lê Thị Thanh Xuân
Email: lttxuan@hcmut.edu.vn"
284,PGS. TS. Trần Thiên Phúc đảm nhiệm vị trí gì?,"Văn phòng: Cơ sở Lý Thường Kiệt: Lầu 1, Nhà C6, Trường ĐH Bách khoa, 268 LýThường Kiệt, Phường 14, Quận 10, TP.HCM  
    Phòng ghi danh: 142 Tô Hiến Thành, Phường 14, Quận 10 (Cạnh cổng 3, ĐHBK)  
    Cơ sở Dĩ An: Tòa nhà BK English, Trường ĐH Bách khoa, Linh Trung, Thủ Đức (Đối diện ký túc xá Khu A ĐHQG)","Trưởng PTN Công nghệ Thiết kế và Gia công Tiên tiến
Trưởng PTN: PGS. TS. Trần Thiên Phúc
Email: ttphuc.rectie@hcmut.edu.vn
Phòng thí nghiệm trực thuộc khoa
PTN CAD/CAM
PTN Đo lường
PTN Điều khiển và tự động hóa
PTN Công nghệ tạo hình và xử lý vật liệu
Thư viện Khoa
Xưởng cơ khí
Phòng không gian CDIO"
285,Số điện thoại liên hệ Trung tâm Đào tạo và Phát triển nguồn nhân lực Đại học Bách khoa là gì?,,"Khoa Quản lý Công nghiệp
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: TS. Dương Như Hùng (Email: duongnhuhung@hcmut.edu.vn)
Phó Trưởng khoa: TS. Nguyễn Vũ Quang (Email: nvquang@hcmut.edu.vn)
Phó Trưởng khoa: TS. Huỳnh Thị Minh Châu (Email: htmchau@hcmut.edu.vn)
Phó Trưởng khoa: ThS. Trần Duy Thanh (Email: tdthanh@hcmut.edu.vn)
Bộ môn
Hệ thống thông tin quản lý: 
Trưởng bộ môn: PGS. TS. Phạm Quốc Trung
Email: pqtrung@hcmut.edu.vn
Bộ môn Quản lý Sản xuất Vận hành:
Trưởng bộ môn: TS. Lê Phước Luông
Email: lpluong@hcmut.edu.vn
Bộ môn Tài chính: 
Trưởng bộ môn: TS. Nguyễn Thu Hiền
Email: nthuhien@hcmut.edu.vn
Bộ môn Tiếp thị và Quản lý: 
Trưởng bộ môn: TS. Lê Thị Thanh Xuân
Email: lttxuan@hcmut.edu.vn"
287,Trung tâm Ngoại ngữ nằm ở đâu?,"Giám đốc: ThS. Nguyễn Công Trí  
    Email của Giám đốc: [nguyencongtri@hcmut.edu.vn](mailto:nguyencongtri@hcmut.edu.vn)","Trung tâm hợp tác nghiên cứu đổi mới và công nghệ HCMUT-UTS

Khoa Kỹ thuật Địa chất và Dầu khí
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: TS. Võ Đại Nhật (Email: nhatvodai@hcmut.edu.vn)
Phó Trưởng khoa: TS. Đào Hồng Hải (Email: dhhai@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Phạm Sơn Tùng (Email: phamsontung@hcmut.edu.vn)
Bộ môn
Bộ môn Khoan và Khai thác Dầu khí: 
Trưởng bộ môn: TS. Mai Cao Lân
Email: maicaolan@hcmut.edu.vn
Bộ môn Tài nguyên Trái đất và Môi trường:
Trưởng bộ môn: TS. Đặng Thương Huyền
Email: huyenus@hcmut.edu.vn
Bộ môn Địa Kỹ thuật: 
Trưởng bộ môn: TS. Ngô Tấn Phong
Email: ngotanphong@hcmut.edu.vn
Bộ môn Kỹ thuật Địa chất Dầu khí:
Trưởng bộ môn: TS. Nguyễn Xuân Khá
Email: nxkha@hcmut.edu.vn
Đào tạo:
Bậc Đại học: 
Chương trình Tiêu chuẩn:
Nhóm ngành Dầu khí - Địa chất
Ngành Địa Kỹ thuật Xây dựng
Chương trình Dạy và học bằng tiếng Anh: Kỹ thuật Dầu khí
Chương trình Chuyển tiếp Quốc tế: Kỹ thuật Dầu khí
Bậc Thạc sĩ
Kỹ thuật Địa chất
Kỹ thuật Dầu khí
Bậc Tiến sĩ
Kỹ thuật Địa chất
Kỹ thuật Dầu khí
Xưởng, Phòng thí nghiệm:
PTN Hiện trường:
Trưởng PTN: TS. Phạm Minh Tuấn
Email: pmtuan@hcmut.edu.vn
PTN Mô phỏng:
Trưởng PTN: TS. Lê Nguyễn Hải Nam
Email: lnhnam@hcmut.edu.vn
PTN Địa kỹ thuật
PTN Tài nguyên Trái đất và Môi trường
PTN Khoan và Khai thác dầu khí
PTN Thạch học"
289,Thông tin về người điều hành tại trung tâm ngoại ngữ trường đại học Bách khoa TP HCM?,"- Phụ trách: Đ/c Lê Minh Phương

  Bí thư Đảng ủy, trực tiếp quản lý và điều hành hoạt động, công tác hàng ngày của Văn phòng Đảng ủy.

- Chuyên viên: Đ/c Triệu Thị Lan Hương

  Thực hiện các công tác: Tổng hợp, cán bộ, tài chính và các công tác khác theo phân công.

- Chuyên viên: Đ/c Thiều Thương Thương

  Thực hiện các công tác: Văn thư lưu trữ, đảng vụ và các công tác khác theo phân công.","Khoa Khoa học và Kỹ thuật Máy tính
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: PGS. TS. Quản Thành Thơ (Email: qttho@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Phạm Quốc Cường
Phó Trưởng khoa: PGS. TS. Phạm Hoàng Anh
Phó Trưởng khoa: PGS. TS. Trần Ngọc Thịnh
Bộ môn
Bộ môn Công nghệ Phần mềm: Trưởng bộ môn: TS. Trương Tuấn Anh
Bộ môn Hệ thống thông tin: Khoa trực tiếp phụ trách
Bộ môn Hệ thống và Mạng máy tính: Trưởng bộ môn: TS. Nguyễn Đức Thái
Bộ môn Khoa học Máy tính: Trưởng bộ môn: PGS. TS. Lê Hồng Trang
Bộ môn Kỹ thuật Máy tính: Khoa trực tiếp phụ trách"
