id,question,answer,hop_level,gold_context_ids,evidence,reasoning,source_context_id,context_block
q1,Trung tâm Y tế huyện có trách nhiệm thực hiện những hoạt động nào liên quan đến thuốc và các vật tư y tế khác?,"Theo quy định, Trung tâm Y tế huyện có trách nhiệm thực hiện việc mua, tiếp nhận, cung ứng, bảo quản, cấp phát, và sử dụng thuốc, phương tiện tránh thai, vắc xin, sinh phẩm y tế, hóa chất, và vật tư thiết bị y tế.",1,"[""9506-7176-2787""]","{""context_1"": ""Thực hiện việc mua, tiếp nhận, cung ứng, bảo quản, cấp phát, sử dụng thuốc, phương tiện tránh thai, vắc xin, sinh phẩm y tế, hóa chất, vật tư thiết bị y tế phục vụ cho hoạt động chuyên môn theo quy định của cấp có thẩm quyền và quy định của pháp luật.""}","Câu hỏi yêu cầu liệt kê các hoạt động mà Trung tâm Y tế huyện phải thực hiện liên quan đến vật tư y tế. Đoạn văn bản đã liệt kê rõ ràng các hoạt động này là: ""mua, tiếp nhận, cung ứng, bảo quản, cấp phát, sử dụng"".",hop1_ctx43,"[CONTEXT 1]
ID: 9506-7176-2787
Title: THÔNG TƯ Hướng dẫn chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Trung tâm Y tế huyện, quận, thị xã, thành phố thuộc tỉnh, thành phố thuộc Thành phố trực thuộc Trung ương
Body:
11. Thực hiện việc mua, tiếp nhận, cung ứng, bảo quản, cấp phát, sử dụng thuốc, phương tiện tránh thai, vắc xin, sinh phẩm y tế, hóa chất, vật tư thiết bị y tế phục vụ cho hoạt động chuyên môn theo quy định của cấp có thẩm quyền và quy định của pháp luật.
"
q2,"Những loại sản phẩm nào được đề cập trong nhiệm vụ cung ứng, bảo quản và cấp phát của Trung tâm Y tế huyện?","Các loại sản phẩm được đề cập trong nhiệm vụ của Trung tâm Y tế huyện bao gồm: thuốc, phương tiện tránh thai, vắc xin, sinh phẩm y tế, hóa chất, và vật tư thiết bị y tế.",1,"[""9506-7176-2787""]","{""context_1"": ""Thực hiện việc mua, tiếp nhận, cung ứng, bảo quản, cấp phát, sử dụng thuốc, phương tiện tránh thai, vắc xin, sinh phẩm y tế, hóa chất, vật tư thiết bị y tế...""}","Câu hỏi muốn biết các loại sản phẩm, vật tư mà Trung tâm Y tế huyện quản lý. Đoạn trích đã cung cấp một danh sách cụ thể: ""thuốc, phương tiện tránh thai, vắc xin, sinh phẩm y tế, hóa chất, vật tư thiết bị y tế"".",hop1_ctx43,"[CONTEXT 1]
ID: 9506-7176-2787
Title: THÔNG TƯ Hướng dẫn chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Trung tâm Y tế huyện, quận, thị xã, thành phố thuộc tỉnh, thành phố thuộc Thành phố trực thuộc Trung ương
Body:
11. Thực hiện việc mua, tiếp nhận, cung ứng, bảo quản, cấp phát, sử dụng thuốc, phương tiện tránh thai, vắc xin, sinh phẩm y tế, hóa chất, vật tư thiết bị y tế phục vụ cho hoạt động chuyên môn theo quy định của cấp có thẩm quyền và quy định của pháp luật.
"
q3,"Việc quản lý và sử dụng các sản phẩm y tế như thuốc, vắc xin tại Trung tâm Y tế huyện phải tuân thủ theo căn cứ nào?",Việc quản lý và sử dụng các sản phẩm y tế tại Trung tâm Y tế huyện phải được thực hiện theo quy định của cấp có thẩm quyền và quy định của pháp luật.,1,"[""9506-7176-2787""]","{""context_1"": ""...phục vụ cho hoạt động chuyên môn theo quy định của cấp có thẩm quyền và quy định của pháp luật.""}","Câu hỏi tìm hiểu về cơ sở pháp lý hoặc quy định phải tuân thủ khi thực hiện các hoạt động liên quan đến vật tư y tế. Đoạn văn bản nêu rõ rằng các hoạt động này phải được thực hiện ""theo quy định của cấp có thẩm quyền và quy định của pháp luật"".",hop1_ctx43,"[CONTEXT 1]
ID: 9506-7176-2787
Title: THÔNG TƯ Hướng dẫn chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Trung tâm Y tế huyện, quận, thị xã, thành phố thuộc tỉnh, thành phố thuộc Thành phố trực thuộc Trung ương
Body:
11. Thực hiện việc mua, tiếp nhận, cung ứng, bảo quản, cấp phát, sử dụng thuốc, phương tiện tránh thai, vắc xin, sinh phẩm y tế, hóa chất, vật tư thiết bị y tế phục vụ cho hoạt động chuyên môn theo quy định của cấp có thẩm quyền và quy định của pháp luật.
"
q1,"Theo quy định, chất lượng và giá của các loại thuốc được mua sắm tập trung cấp quốc gia hoặc đàm phán giá được thống nhất trong phạm vi nào?","Đối với các loại thuốc được mua sắm tập trung cấp quốc gia hoặc được áp dụng hình thức đàm phán giá, chất lượng và giá thuốc trúng thầu được thống nhất trên phạm vi toàn quốc.",1,"[""6741-3081-6713""]","{""context_1"": ""- Đối với các thuốc được mua sắm tập trung cấp quốc gia hoặc các thuốc được áp dụng hình thức đàm phán giá thì chất lượng v và giá thuốc trúng thầu là thống nhất trên phạm vi toàn quốc""}","Câu hỏi yêu cầu xác định phạm vi thống nhất về chất lượng và giá thuốc đối với hình thức mua sắm tập trung cấp quốc gia hoặc đàm phán giá. Đoạn văn bản được trích dẫn đã nêu rõ rằng đối với các loại thuốc này, chất lượng và giá trúng thầu là 'thống nhất trên phạm vi toàn quốc'.",hop1_ctx44,"[CONTEXT 1]
ID: 6741-3081-6713
Title: Công văn gửi đoàn Đại biểu Quốc hội Tỉnh Bình Thuận về việc trả lời kiến nghị của cử tri Tỉnh Bình Thuận trước Kỳ họp thứ 7, Quốc hội khóa XV
Body:
Các thuốc sử dụng tại cơ sở khám, chữa bệnh tuyến huyện thường là các thuốc cơ bản, thuốc thiết yếu để điều trị, chăm sóc ban đầu. Căn cứ vào mô hình bệnh tật, nhu cầu khám chữa bệnh và khả năng chỉ trả của Quỹ Bảo hiểm y tế, cơ sở khám, chữa bệnh xây dựng danh mục thuốc sử dụng tại đơn vị để đấu thầu mua sắm lựa chọn thuốc thành phẩm phù hợp. Theo quy định thì việc đấu thầu mua sắm thuốc được thực hiện cụ thể như sau: - Đối với các thuốc được mua sắm tập trung cấp quốc gia hoặc các thuốc được áp dụng hình thức đàm phán giá thì chất lượng v và giá thuốc trúng thầu là thống nhất trên phạm vi toàn quốc - Đối với các thuốc được mua sắm tập trung cấp địa phương thì chất lượng ._ và giá thuốc trúng thầu là thống nhất trên phạm vi toàn tỉnh, thành phó. - Đối với các thuốc không thuộc danh mục được áp dụng hình thức đàm phán giá hoặc mua sắm tập trung cấp quốc gia, cấp địa phương thì do cơ sở khám, chữa bệnh tự mua sắm, đấu thầu.
"
q2,Phạm vi áp dụng thống nhất về chất lượng và giá thuốc trúng thầu đối với các loại thuốc được mua sắm tập trung cấp địa phương là gì?,"Đối với các loại thuốc được mua sắm tập trung cấp địa phương, chất lượng và giá thuốc trúng thầu được thống nhất trên phạm vi toàn tỉnh, thành phố.",1,"[""6741-3081-6713""]","{""context_1"": ""- Đối với các thuốc được mua sắm tập trung cấp địa phương thì chất lượng ._ và giá thuốc trúng thầu là thống nhất trên phạm vi toàn tỉnh, thành phó.""}","Câu hỏi về phạm vi thống nhất chất lượng và giá thuốc mua sắm cấp địa phương. Bằng chứng trích dẫn từ văn bản trực tiếp trả lời rằng phạm vi đó là 'toàn tỉnh, thành phố'.",hop1_ctx44,"[CONTEXT 1]
ID: 6741-3081-6713
Title: Công văn gửi đoàn Đại biểu Quốc hội Tỉnh Bình Thuận về việc trả lời kiến nghị của cử tri Tỉnh Bình Thuận trước Kỳ họp thứ 7, Quốc hội khóa XV
Body:
Các thuốc sử dụng tại cơ sở khám, chữa bệnh tuyến huyện thường là các thuốc cơ bản, thuốc thiết yếu để điều trị, chăm sóc ban đầu. Căn cứ vào mô hình bệnh tật, nhu cầu khám chữa bệnh và khả năng chỉ trả của Quỹ Bảo hiểm y tế, cơ sở khám, chữa bệnh xây dựng danh mục thuốc sử dụng tại đơn vị để đấu thầu mua sắm lựa chọn thuốc thành phẩm phù hợp. Theo quy định thì việc đấu thầu mua sắm thuốc được thực hiện cụ thể như sau: - Đối với các thuốc được mua sắm tập trung cấp quốc gia hoặc các thuốc được áp dụng hình thức đàm phán giá thì chất lượng v và giá thuốc trúng thầu là thống nhất trên phạm vi toàn quốc - Đối với các thuốc được mua sắm tập trung cấp địa phương thì chất lượng ._ và giá thuốc trúng thầu là thống nhất trên phạm vi toàn tỉnh, thành phó. - Đối với các thuốc không thuộc danh mục được áp dụng hình thức đàm phán giá hoặc mua sắm tập trung cấp quốc gia, cấp địa phương thì do cơ sở khám, chữa bệnh tự mua sắm, đấu thầu.
"
q3,"Trong trường hợp nào thì cơ sở khám, chữa bệnh được tự thực hiện mua sắm, đấu thầu thuốc?","Cơ sở khám, chữa bệnh được tự mua sắm, đấu thầu đối với các loại thuốc không thuộc danh mục được áp dụng hình thức đàm phán giá hoặc mua sắm tập trung cấp quốc gia, cấp địa phương.",1,"[""6741-3081-6713""]","{""context_1"": ""- Đối với các thuốc không thuộc danh mục được áp dụng hình thức đàm phán giá hoặc mua sắm tập trung cấp quốc gia, cấp địa phương thì do cơ sở khám, chữa bệnh tự mua sắm, đấu thầu.""}","Câu hỏi yêu cầu xác định điều kiện để cơ sở khám, chữa bệnh tự mua sắm thuốc. Đoạn văn bản được trích dẫn đã chỉ rõ rằng điều này xảy ra khi thuốc 'không thuộc danh mục được áp dụng hình thức đàm phán giá hoặc mua sắm tập trung cấp quốc gia, cấp địa phương'.",hop1_ctx44,"[CONTEXT 1]
ID: 6741-3081-6713
Title: Công văn gửi đoàn Đại biểu Quốc hội Tỉnh Bình Thuận về việc trả lời kiến nghị của cử tri Tỉnh Bình Thuận trước Kỳ họp thứ 7, Quốc hội khóa XV
Body:
Các thuốc sử dụng tại cơ sở khám, chữa bệnh tuyến huyện thường là các thuốc cơ bản, thuốc thiết yếu để điều trị, chăm sóc ban đầu. Căn cứ vào mô hình bệnh tật, nhu cầu khám chữa bệnh và khả năng chỉ trả của Quỹ Bảo hiểm y tế, cơ sở khám, chữa bệnh xây dựng danh mục thuốc sử dụng tại đơn vị để đấu thầu mua sắm lựa chọn thuốc thành phẩm phù hợp. Theo quy định thì việc đấu thầu mua sắm thuốc được thực hiện cụ thể như sau: - Đối với các thuốc được mua sắm tập trung cấp quốc gia hoặc các thuốc được áp dụng hình thức đàm phán giá thì chất lượng v và giá thuốc trúng thầu là thống nhất trên phạm vi toàn quốc - Đối với các thuốc được mua sắm tập trung cấp địa phương thì chất lượng ._ và giá thuốc trúng thầu là thống nhất trên phạm vi toàn tỉnh, thành phó. - Đối với các thuốc không thuộc danh mục được áp dụng hình thức đàm phán giá hoặc mua sắm tập trung cấp quốc gia, cấp địa phương thì do cơ sở khám, chữa bệnh tự mua sắm, đấu thầu.
"
q1,Công điện của Bộ Y tế về việc ứng phó bão Ragasa được gửi đến những đơn vị nào?,"Công điện của Bộ Y tế về việc ứng phó bão Ragasa được gửi đến Sở Y tế các tỉnh, thành phố khu vực Bắc Bộ, Trung Bộ và các đơn vị thuộc, trực thuộc Bộ Y tế khu vực miền Bắc, miền Trung.",1,"[""9695-8917-7086""]","{""context_1"": ""BỘ Y TẾ điện: - Sở Y tế các tỉnh, thành phố khu vực Bắc Bộ, Trung Bộ; - Các đơn vị thuộc và trực thuộc Bộ Y tế khu vực miền Bắc, miền Trung.""}","Câu hỏi yêu cầu xác định các đơn vị nhận công điện. Đoạn trích trong văn bản liệt kê rõ ràng các đơn vị nhận điện sau dòng chữ 'BỘ Y TẾ điện:', bao gồm Sở Y tế các tỉnh, thành phố khu vực Bắc Bộ, Trung Bộ và các đơn vị thuộc, trực thuộc Bộ Y tế khu vực miền Bắc, miền Trung.",hop1_ctx45,"[CONTEXT 1]
ID: 9695-8917-7086
Title: Công điện về việc chủ động triển khai công tác y tế ứng phó bão Ragasa
Body:
BỘ Y TẾ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM ________ Độc lập - Tự do - Hạnh phúc ___________________________________________ Số: /CĐ-BYT Hà Nội, ngày tháng năm 2025 CÔNG ĐIỆN Về việc chủ động triển khai công tác y tế ứng phó bão Ragasa BỘ Y TẾ điện: - Sở Y tế các tỉnh, thành phố khu vực Bắc Bộ, Trung Bộ; - Các đơn vị thuộc và trực thuộc Bộ Y tế khu vực miền Bắc, miền Trung. Theo dự báo của Trung tâm dự báo khí tượng thủy văn quốc gia, khoảng tối ngày 22/9/2025, bão Ragasa sẽ di chuyển vào biển Đông (cơn bão số 9 trên biển Đông trong năm 2025). Sau khi vào biển Đông, bão di chuyển nhanh hơn với tốc độ khoảng 20 km/h và duy trì cường độ cực đại cấp 16-17, giật trên cấp 17 trong các ngày 22-23/9/2025 trên biển Đông (sức gió tương đương và mạnh hơn cường độ cực đại của cơn bão Yagi năm 2024). Đêm 24 đến rạng sáng 25/9, bão sẽ vượt qua đảo Lôi Châu (Trung Quốc) vào khu vực vịnh Bắc Bộ với cường độ vẫn mạnh cấp 12-14, giật cấp 15-16 và dự báo trong ngày 25/9 bão có thể đổ bộ trực tiếp vào đất liền nước ta tại khu vực từ Quảng Ninh đến Hà Tĩnh; cấp độ rủi ro thiên tai: cấp 4.
"
q2,"Theo dự báo trong công điện, bão Ragasa sẽ đổ bộ vào đất liền Việt Nam tại khu vực nào với cấp độ rủi ro thiên tai là bao nhiêu?","Theo dự báo trong công điện, bão Ragasa có thể đổ bộ trực tiếp vào đất liền Việt Nam tại khu vực từ Quảng Ninh đến Hà Tĩnh với cấp độ rủi ro thiên tai là cấp 4.",1,"[""9695-8917-7086""]","{""context_1"": ""...dự báo trong ngày 25/9 bão có thể đổ bộ trực tiếp vào đất liền nước ta tại khu vực từ Quảng Ninh đến Hà Tĩnh; cấp độ rủi ro thiên tai: cấp 4.""}",Câu hỏi yêu cầu thông tin về khu vực đổ bộ và cấp độ rủi ro thiên tai của bão Ragasa. Đoạn trích trong văn bản đã nêu rõ hai thông tin này: khu vực dự báo đổ bộ là 'từ Quảng Ninh đến Hà Tĩnh' và 'cấp độ rủi ro thiên tai: cấp 4'.,hop1_ctx45,"[CONTEXT 1]
ID: 9695-8917-7086
Title: Công điện về việc chủ động triển khai công tác y tế ứng phó bão Ragasa
Body:
BỘ Y TẾ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM ________ Độc lập - Tự do - Hạnh phúc ___________________________________________ Số: /CĐ-BYT Hà Nội, ngày tháng năm 2025 CÔNG ĐIỆN Về việc chủ động triển khai công tác y tế ứng phó bão Ragasa BỘ Y TẾ điện: - Sở Y tế các tỉnh, thành phố khu vực Bắc Bộ, Trung Bộ; - Các đơn vị thuộc và trực thuộc Bộ Y tế khu vực miền Bắc, miền Trung. Theo dự báo của Trung tâm dự báo khí tượng thủy văn quốc gia, khoảng tối ngày 22/9/2025, bão Ragasa sẽ di chuyển vào biển Đông (cơn bão số 9 trên biển Đông trong năm 2025). Sau khi vào biển Đông, bão di chuyển nhanh hơn với tốc độ khoảng 20 km/h và duy trì cường độ cực đại cấp 16-17, giật trên cấp 17 trong các ngày 22-23/9/2025 trên biển Đông (sức gió tương đương và mạnh hơn cường độ cực đại của cơn bão Yagi năm 2024). Đêm 24 đến rạng sáng 25/9, bão sẽ vượt qua đảo Lôi Châu (Trung Quốc) vào khu vực vịnh Bắc Bộ với cường độ vẫn mạnh cấp 12-14, giật cấp 15-16 và dự báo trong ngày 25/9 bão có thể đổ bộ trực tiếp vào đất liền nước ta tại khu vực từ Quảng Ninh đến Hà Tĩnh; cấp độ rủi ro thiên tai: cấp 4.
"
q3,Cường độ cực đại của bão Ragasa được dự báo trên biển Đông tương đương với cơn bão nào đã xảy ra trước đó?,"Theo công điện, cường độ cực đại của cơn bão Ragasa trên biển Đông (cấp 16-17, giật trên cấp 17) có sức gió tương đương và mạnh hơn cường độ cực đại của cơn bão Yagi năm 2024.",1,"[""9695-8917-7086""]","{""context_1"": ""...duy trì cường độ cực đại cấp 16-17, giật trên cấp 17 trong các ngày 22-23/9/2025 trên biển Đông (sức gió tương đương và mạnh hơn cường độ cực đại của cơn bão Yagi năm 2024).""}","Câu hỏi yêu cầu so sánh cường độ của bão Ragasa với một cơn bão trong quá khứ. Đoạn trích trong văn bản đã trực tiếp so sánh sức gió của bão Ragasa với 'cường độ cực đại của cơn bão Yagi năm 2024', và cho biết nó 'tương đương và mạnh hơn'.",hop1_ctx45,"[CONTEXT 1]
ID: 9695-8917-7086
Title: Công điện về việc chủ động triển khai công tác y tế ứng phó bão Ragasa
Body:
BỘ Y TẾ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM ________ Độc lập - Tự do - Hạnh phúc ___________________________________________ Số: /CĐ-BYT Hà Nội, ngày tháng năm 2025 CÔNG ĐIỆN Về việc chủ động triển khai công tác y tế ứng phó bão Ragasa BỘ Y TẾ điện: - Sở Y tế các tỉnh, thành phố khu vực Bắc Bộ, Trung Bộ; - Các đơn vị thuộc và trực thuộc Bộ Y tế khu vực miền Bắc, miền Trung. Theo dự báo của Trung tâm dự báo khí tượng thủy văn quốc gia, khoảng tối ngày 22/9/2025, bão Ragasa sẽ di chuyển vào biển Đông (cơn bão số 9 trên biển Đông trong năm 2025). Sau khi vào biển Đông, bão di chuyển nhanh hơn với tốc độ khoảng 20 km/h và duy trì cường độ cực đại cấp 16-17, giật trên cấp 17 trong các ngày 22-23/9/2025 trên biển Đông (sức gió tương đương và mạnh hơn cường độ cực đại của cơn bão Yagi năm 2024). Đêm 24 đến rạng sáng 25/9, bão sẽ vượt qua đảo Lôi Châu (Trung Quốc) vào khu vực vịnh Bắc Bộ với cường độ vẫn mạnh cấp 12-14, giật cấp 15-16 và dự báo trong ngày 25/9 bão có thể đổ bộ trực tiếp vào đất liền nước ta tại khu vực từ Quảng Ninh đến Hà Tĩnh; cấp độ rủi ro thiên tai: cấp 4.
"
q1,"Theo quy định, nhóm học sinh, sinh viên đóng bảo hiểm y tế được phân vào nhóm đối tượng nào?","Theo quy định, nhóm học sinh, sinh viên đóng bảo hiểm y tế được phân vào nhóm 4.",1,"[""6387-9719-6191""]","{""context_1"": ""Theo quy định tại Luật Bảo hiểm y tế, Nghị định số 188/2025/NĐ-CP ngày 01/7/2025 của Chính phủ..., để bảo đảm quản lý theo từng nhóm đối tượng và duy trì nguồn thu ổn định cho Quỹ Bảo hiểm y tế, nhóm học sinh, sinh viên đóng bảo hiểm y tế theo nhóm 4.""}","Câu hỏi yêu cầu xác định nhóm đối tượng đóng bảo hiểm y tế của học sinh, sinh viên. Đoạn văn bản được trích dẫn đã nêu rõ: '...nhóm học sinh, sinh viên đóng bảo hiểm y tế theo nhóm 4'.",hop1_ctx46,"[CONTEXT 1]
ID: 6387-9719-6191
Title: trả lời kiến nghị của cử tri tỉnh Khánh Hòa sau Kỳ họp thứ 9, Quốc hội khóa XV
Body:
Sau khi nghiên cứu nội dung kiến nghị và rà soát các văn bản liên quan, Bộ Y tế xin trả lời như sau: Theo quy định tại Luật Bảo hiểm y tế, Nghị định số 188/2025/NĐ-CP ngày 01/7/2025 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật Bảo hiểm y tế, để bảo đảm quản lý theo từng nhóm đối tượng và duy trì nguồn thu ổn định cho Quỹ Bảo hiểm y tế, nhóm học sinh, sinh viên đóng bảo hiểm y tế theo nhóm 4. Nhóm đối tượng này được hỗ trợ tối thiểu 50% mức đóng bảo hiểm y tế, cao hơn mức hỗ trợ tối thiểu 30% cho hộ gia đình và tương đương mức hỗ trợ cho thành viên thứ tư trong hộ gia đình (50%). Bộ Y tế
"
q2,"Mức hỗ trợ tối thiểu khi đóng bảo hiểm y tế cho đối tượng học sinh, sinh viên là bao nhiêu phần trăm?","Đối tượng học sinh, sinh viên được nhà nước hỗ trợ tối thiểu 50% mức đóng bảo hiểm y tế.",1,"[""6387-9719-6191""]","{""context_1"": ""Nhóm đối tượng này được hỗ trợ tối thiểu 50% mức đóng bảo hiểm y tế, cao hơn mức hỗ trợ tối thiểu 30% cho hộ gia đình và tương đương mức hỗ trợ cho thành viên thứ tư trong hộ gia đình (50%).""}","Câu hỏi yêu cầu thông tin về tỷ lệ hỗ trợ tối thiểu cho học sinh, sinh viên khi tham gia bảo hiểm y tế. Văn bản cung cấp câu trả lời trực tiếp: 'Nhóm đối tượng này được hỗ trợ tối thiểu 50% mức đóng bảo hiểm y tế...'",hop1_ctx46,"[CONTEXT 1]
ID: 6387-9719-6191
Title: trả lời kiến nghị của cử tri tỉnh Khánh Hòa sau Kỳ họp thứ 9, Quốc hội khóa XV
Body:
Sau khi nghiên cứu nội dung kiến nghị và rà soát các văn bản liên quan, Bộ Y tế xin trả lời như sau: Theo quy định tại Luật Bảo hiểm y tế, Nghị định số 188/2025/NĐ-CP ngày 01/7/2025 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật Bảo hiểm y tế, để bảo đảm quản lý theo từng nhóm đối tượng và duy trì nguồn thu ổn định cho Quỹ Bảo hiểm y tế, nhóm học sinh, sinh viên đóng bảo hiểm y tế theo nhóm 4. Nhóm đối tượng này được hỗ trợ tối thiểu 50% mức đóng bảo hiểm y tế, cao hơn mức hỗ trợ tối thiểu 30% cho hộ gia đình và tương đương mức hỗ trợ cho thành viên thứ tư trong hộ gia đình (50%). Bộ Y tế
"
q3,"Mức hỗ trợ đóng bảo hiểm y tế cho học sinh, sinh viên được so sánh như thế nào với mức hỗ trợ cho hộ gia đình và thành viên thứ tư trong hộ gia đình?","Mức hỗ trợ đóng bảo hiểm y tế cho học sinh, sinh viên (tối thiểu 50%) cao hơn mức hỗ trợ tối thiểu cho hộ gia đình (30%) và tương đương với mức hỗ trợ cho thành viên thứ tư trong hộ gia đình (50%).",1,"[""6387-9719-6191""]","{""context_1"": ""Nhóm đối tượng này được hỗ trợ tối thiểu 50% mức đóng bảo hiểm y tế, cao hơn mức hỗ trợ tối thiểu 30% cho hộ gia đình và tương đương mức hỗ trợ cho thành viên thứ tư trong hộ gia đình (50%).""}","Câu hỏi yêu cầu so sánh mức hỗ trợ của học sinh, sinh viên với các nhóm khác. Đoạn văn bản đã thực hiện phép so sánh này một cách rõ ràng: '...cao hơn mức hỗ trợ tối thiểu 30% cho hộ gia đình và tương đương mức hỗ trợ cho thành viên thứ tư trong hộ gia đình (50%)'.",hop1_ctx46,"[CONTEXT 1]
ID: 6387-9719-6191
Title: trả lời kiến nghị của cử tri tỉnh Khánh Hòa sau Kỳ họp thứ 9, Quốc hội khóa XV
Body:
Sau khi nghiên cứu nội dung kiến nghị và rà soát các văn bản liên quan, Bộ Y tế xin trả lời như sau: Theo quy định tại Luật Bảo hiểm y tế, Nghị định số 188/2025/NĐ-CP ngày 01/7/2025 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật Bảo hiểm y tế, để bảo đảm quản lý theo từng nhóm đối tượng và duy trì nguồn thu ổn định cho Quỹ Bảo hiểm y tế, nhóm học sinh, sinh viên đóng bảo hiểm y tế theo nhóm 4. Nhóm đối tượng này được hỗ trợ tối thiểu 50% mức đóng bảo hiểm y tế, cao hơn mức hỗ trợ tối thiểu 30% cho hộ gia đình và tương đương mức hỗ trợ cho thành viên thứ tư trong hộ gia đình (50%). Bộ Y tế
"
q1,"Công ty TNHH Fine Việt Nam, đơn vị có các sản phẩm được xác nhận quảng cáo với mã 241223-0043, có địa chỉ đăng ký ở đâu?","Công ty TNHH Fine Việt Nam có địa chỉ đăng ký tại Thôn Ngọc Lịch, xã Trưng Trắc, huyện Văn Lâm, tỉnh Hưng Yên.",1,"[""3326-3376-1079""]","{""context_1"": ""Title: XNQC: Công ty TNHH Fine Việt Nam. Địa chỉ: Thôn Ngọc Lịch, xã Trưng Trắc, huyện Văn Lâm, tỉnh Hưng Yên. Mã: 241223-0043.""}","Câu hỏi yêu cầu cung cấp địa chỉ của Công ty TNHH Fine Việt Nam. Phần tiêu đề của văn bản đã nêu rõ tên công ty và địa chỉ cụ thể là 'Thôn Ngọc Lịch, xã Trưng Trắc, huyện Văn Lâm, tỉnh Hưng Yên'.",hop1_ctx47,"[CONTEXT 1]
ID: 3326-3376-1079
Title: XNQC: Công ty TNHH Fine Việt Nam. Địa chỉ: Thôn Ngọc Lịch, xã Trưng Trắc, huyện Văn Lâm, tỉnh Hưng Yên. Mã: 241223-0043. FFC Sharp Vision; FFC Ubiquinol; FFC GABA; FFC UC-II; FFC Omega3 EPA+DHA
Body:
Phương tiện quảng cáo: Tờ rơi, apphich, poster, tờ dán, sản phẩm in; quảng cáo: trên mạng xã hội facebook; trên trang thương mại điện tử tiki; trên sách, cẩm nang, báo điện tử, báo giấy; quảng cáo tại triển lãm, sự kiện, chương trình văn hóa thể thao, nhà chờ, điểm bán vé xe khách, tàu, sân bay; quảng cáo trên vật phẩm in (quà tặng, giá, kệ, thùng xe) xe di động; qua email, SMS, wifi; bằng người chuyển tải sản phẩm quảng cáo, vật thể quảng cáo; quy hoạch quảng cáo ngoài trời; bằng biển, bảng, pano; trên website; bằng băng rôn; trên báo chí; bằng màn hình điện tử; tại các nhà chờ, điểm bán vé xe buýt; trong hội thảo, hội nghị, đào tạo và trong hộp sản phẩm.
"
q2,Các sản phẩm nào của Công ty TNHH Fine Việt Nam được đề cập trong nội dung xác nhận quảng cáo này?,"Các sản phẩm của Công ty TNHH Fine Việt Nam được đề cập trong nội dung xác nhận quảng cáo bao gồm: FFC Sharp Vision, FFC Ubiquinol, FFC GABA, FFC UC-II và FFC Omega3 EPA+DHA.",1,"[""3326-3376-1079""]","{""context_1"": ""Title: FFC Sharp Vision; FFC Ubiquinol; FFC GABA; FFC UC-II; FFC Omega3 EPA+DHA""}",Câu hỏi yêu cầu liệt kê các sản phẩm được xác nhận quảng cáo. Phần tiêu đề của văn bản đã liệt kê đầy đủ tên của các sản phẩm này.,hop1_ctx47,"[CONTEXT 1]
ID: 3326-3376-1079
Title: XNQC: Công ty TNHH Fine Việt Nam. Địa chỉ: Thôn Ngọc Lịch, xã Trưng Trắc, huyện Văn Lâm, tỉnh Hưng Yên. Mã: 241223-0043. FFC Sharp Vision; FFC Ubiquinol; FFC GABA; FFC UC-II; FFC Omega3 EPA+DHA
Body:
Phương tiện quảng cáo: Tờ rơi, apphich, poster, tờ dán, sản phẩm in; quảng cáo: trên mạng xã hội facebook; trên trang thương mại điện tử tiki; trên sách, cẩm nang, báo điện tử, báo giấy; quảng cáo tại triển lãm, sự kiện, chương trình văn hóa thể thao, nhà chờ, điểm bán vé xe khách, tàu, sân bay; quảng cáo trên vật phẩm in (quà tặng, giá, kệ, thùng xe) xe di động; qua email, SMS, wifi; bằng người chuyển tải sản phẩm quảng cáo, vật thể quảng cáo; quy hoạch quảng cáo ngoài trời; bằng biển, bảng, pano; trên website; bằng băng rôn; trên báo chí; bằng màn hình điện tử; tại các nhà chờ, điểm bán vé xe buýt; trong hội thảo, hội nghị, đào tạo và trong hộp sản phẩm.
"
