context_id,title,text,school_id,word_count,char_count,doc_key,chunk_no,in_train,in_test,is_direct_gold,included_via_same_document
CTX-HCMUSSH-421E69C67E-CH0029,thong-tin-tong-quan-cac-nganh-dao-tao-dai-hoc-chinh-quy,"Cử nhân Đô thị học đảm nhiệm các vai trò: (1) Tư vấn, điều phối, thiết kế chính sách; quản lý đơn vị đô thị chức năng; xây dựng, thẩm định và đánh giá dự án; (2) Giảng dạy và nghiên cứu ở các trường đại học, viện nghiên cứu và các nhiệm vụ khác liên quan đến lĩnh vực phát triển đô thị; (3) Làm việc trong cơ quan công quyền ở các cấp khác nhau, các tổ chức chính trị - xã hội, tổ chức nghề nghiệp, các doanh nghiệp nhà nước nước, tư nhân và nước ngoài, tổ chức phát triển quốc tế, tổ chức phi chính phủ quốc tế và địa phương; (4) Quản lý, kinh doanh, tư vấn bất động sản, tòa nhà tại các đô thị... Sau khi hoàn thành chương trình cử nhân, người học có thể học chương trình thạc sĩ Đô thị học tại khoa. Xem chi tiết tại đây(https://hcmussh.edu.vn/news/item/4271) 18. NHẬT BẢN HỌC - Mã ngành: 7310613 (Mã ngành chương trình chuẩn quốc tế: 7310613_CLC) Đơn vị đào tạo: Khoa Nhật Bản học Tập thể cán bộ, giảng viên khoa Nhật Bản học Website: https://hcmussh.edu.vn/jps(http://nhatban.hcmussh.edu.vn/) Chỉ tiêu tuyển sinh 2024 (dự kiến): + Chương trình chuẩn: 100 + Chương trình chuẩn quốc tế: 75 Khối/Tổ hợp xét tuyển: D01 Toán - Ngữ văn - Tiếng Anh, D06 Toán - Ngữ văn - Tiếng Nhật, D14 Ngữ văn - Lịch sử - Tiếng Anh, D14 Ngữ văn - Lịch sử - Tiếng Nhật. (*) (*) Môn Tiếng Nhật nhân hệ số 2 (D06) Điểm chuẩn 2023: * Chương trình chuẩn + Tổ hợp xét tuyển: D01, D14 - 25.20 ;",HCMUSSH,279,1370,HCMUSSH-421E69C67E,29,True,True,True,False
CTX-HCMUSSH-421E69C67E-CH0030,thong-tin-tong-quan-cac-nganh-dao-tao-dai-hoc-chinh-quy,"(*) (*) Môn Tiếng Nhật nhân hệ số 2 (D06) Điểm chuẩn 2023: * Chương trình chuẩn + Tổ hợp xét tuyển: D01, D14 - 25.20 ; D06, D63 - 25.00 + Điểm đánh giá năng lực ĐHQG-HCM: 775 * Chương trình chuẩn quốc tế + Tổ hợp xét tuyển: D01, D14 - 23.50; D06, D63 - 23.40; + Điểm đánh giá năng lực ĐHQG-HCM: 770 Các cử nhân ngành Nhật Bản học có kiến thức từ đại cương về khoa học xã hội và nhân văn đến nghiên cứu chuyên sâu về con người, đất nước, lịch sử, địa lý, văn hoá, kinh tế xã hội, chính trị, đối ngoại, của quốc gia Nhật Bản, được đào tạo để vận dụng ngôn ngữ một cách lưu loát và toàn diện trong giao tiếp. Khoa Nhật Bản học là đơn vị uy tín và có bề dày truyền thống về đào tạo Nhật Bản học và nghiên cứu các vấn đề về Nhật Bản. Với vị thế là một khoa trực thuộc Trường ĐH KHXH&NV, ĐHQG-HCM, khoa nhận được rất nhiều học bổng cho sinh viên hàng năm. Đồng thời, có nhiều chương trình liên kết quốc tế để đưa sinh viên đến trao đổi văn hóa và ngôn ngữ ở Nhật Bản. Cử nhân Nhật Bản học có thể làm việc trong các lĩnh vực: (1) Làm việc trong các cơ quan ngoại giao, các tổ chức quốc tế, cơ quan đại diện, văn phòng thương mại, các tổ chức chính phủ và phi chính phủ của Nhật Bản và những cơ quan có sử dụng tiếng Nhật ở Việt Nam hoặc ở nước sở tại (với các vị trí biên phiên dịch, trợ lý hoặc thư ký,….), và các cơ quan thông tấn, báo chí;",HCMUSSH,297,1335,HCMUSSH-421E69C67E,30,True,True,True,False
CTX-HCMUSSH-421E69C67E-CH0031,thong-tin-tong-quan-cac-nganh-dao-tao-dai-hoc-chinh-quy,"(2) Giảng dạy, nghiên cứu về Nhật Bản tại các trường đại học, cao đẳng, viện/trung tâm nghiên cứu; (3) Hướng dẫn viên du lịch... Chương trình Chất lượng cao với chuẩn đầu ra là N2. Hiện nay, khoa Nhật Bản học có nhiều học bổng do các tổ chức, doanh nghiệp Nhật Bản tài trợ cho sinh viên. Xem chi tiết tại đây(https://hcmussh.edu.vn/jps/gioi-thieu/gioi-thieu-chung) 19. HÀN QUỐC HỌC - Mã ngành: 7310614 Đơn vị đào tạo: Khoa Hàn Quốc học Sinh viên khoa Hàn Quốc học tại lễ hội chữ Hàn Website: https://hcmussh.edu.vn/hanquoc(http://www.hanquochoc.edu.vn/cps/homepage.aspx) Chỉ tiêu tuyển sinh 2024 (dự kiến): 154 Khối/Tổ hợp xét tuyển: D01 Toán - Ngữ văn - Tiếng Anh, D14 Ngữ văn - Lịch sử - Tiếng Anh, DD2 Ngữ Văn - Toán - Tiếng Hàn, DH5 Ngữ Văn - Lịch sử - Tiếng Hàn (*) (*) Môn Tiếng Hàn nhân hệ số 2 (DD2, DH5) Điểm chuẩn 2023: + Tổ hợp xét tuyển: D01, D14 - 25.12 ; DD2, DH5 - 25.00 + Điểm đánh giá năng lực ĐHQG-HCM: 775 Chương trình đào tạo cử nhân của Khoa Hàn Quốc học nhằm mục tiêu đào tạo nguồn nhân lực trình độ cao trong lĩnh vực rộng về khoa học xã hội và nhân văn, và lĩnh vực chuyên sâu về Hàn Quốc, Hàn Quốc học. Người tốt nghiệp có kiến thức sâu rộng; có năng lực nghiên cứu, sáng tạo; có năng lực thực hành ứng dụng, thích nghi, hội nhập;",HCMUSSH,246,1255,HCMUSSH-421E69C67E,31,True,True,True,False
CTX-HCMUSSH-421E69C67E-CH0032,thong-tin-tong-quan-cac-nganh-dao-tao-dai-hoc-chinh-quy,"Người tốt nghiệp có kiến thức sâu rộng; có năng lực nghiên cứu, sáng tạo; có năng lực thực hành ứng dụng, thích nghi, hội nhập; có kỹ năng vững vàng và phẩm chất tốt… góp phần định hướng phát triển nghề nghiệp của bản thân liên quan đến các mặt khác nhau trong đời sống văn hóa xã hội, kinh doanh & doanh nghiệp Hàn Quốc. Ngành Hàn Quốc học phải tích lũy đủ 120 tín chỉ, có chứng chỉ tiếng Hàn TOPIK 5 hoặc KLAT 5 trở lên mới đủ đủ điều kiện tốt nghiệp ra trường. Cử nhân Hàn Quốc học có thể làm việc trong các lĩnh vực và vị trí: (1) Làm việc trong các cơ quan ngoại giao, các tổ chức quốc tế, cơ quan đại diện, văn phòng thương mại, các tổ chức chính phủ và phi chính phủ của Hàn Quốc, và những cơ quan có sử dụng tiếng Hàn ở Việt Nam hoặc ở nước sở tại (với các vị trí biên phiên dịch, trợ lý hoặc thư ký,….), và các cơ quan thông tấn, báo chí; (2) Giảng dạy, nghiên cứu tại các trường đại học, cao đẳng, viện/trung tâm nghiên cứu; (3) Hướng dẫn viên du lịch...Nhiều sinh viên du học, làm việc tại Hàn Quốc sau khi tốt nghiệp. Hiện nay, khoa Hàn Quốc học có nhiều học bổng do các tổ chức, doanh nghiệp Hàn Quốc tài trợ cho sinh viên. Xem chi tiết tại đây(https://hcmussh.edu.vn/news/item/4248) 20.",HCMUSSH,250,1200,HCMUSSH-421E69C67E,32,True,True,True,False
CTX-HCMUSSH-421E69C67E-CH0033,thong-tin-tong-quan-cac-nganh-dao-tao-dai-hoc-chinh-quy,"Hiện nay, khoa Hàn Quốc học có nhiều học bổng do các tổ chức, doanh nghiệp Hàn Quốc tài trợ cho sinh viên. Xem chi tiết tại đây(https://hcmussh.edu.vn/news/item/4248) 20. QUAN HỆ QUỐC TẾ - Mã ngành: 7310206 (Mã ngành chương trình chuẩn quốc tế: 7310206_CLC) Đơn vị đào tạo: Khoa Quan hệ quốc tế Sinh viên khoa Quan hệ Quốc tế thực tập tại miền Bắc Website: https://hcmussh.edu.vn/fir(http://fir.hcmussh.edu.vn/Default.aspx?PageId=ce1cee15-7925-4862-9aaa-b7f1881bb5e9) Chỉ tiêu tuyển sinh 2024 (dự kiến): + Chương trình chuẩn: 130 + Chương trình chuẩn quốc tế: 90 Khối/Tổ hợp xét tuyển: D01 Toán - Ngữ văn - Tiếng Anh, D14 Ngữ văn - Lịch sử - Tiếng Anh. Điểm chuẩn 2023: *Chương trình chuẩn: + Tổ hợp xét tuyển: D01, D14 - 26.63 + Điểm đánh giá năng lực ĐHQG-HCM: 840 *Chương trình chuẩn quốc tế: + Tổ hợp xét tuyển: D01, D14 - 25.90 + Điểm đánh giá năng lực ĐHQG-HCM: 835 Cử nhân Quan hệ Quốc tế có kiến thức về các chuyên ngành, có nền tảng về lịch sử, chính trị, kinh tế, ngoại giao với các nước trên thế giới, công pháp quốc tế, học nhiều kỹ năng và nghiệp vụ đàm phán, giao tiếp đối ngoại, tổ chức sự kiện, quan hệ công chúng,.. đồng thời bảo đảm đạt được trình độ tiếng Anh chuyên ngành đủ để làm việc trong môi trường quốc tế và các kỹ năng sống cần thiết cho quá trình làm việc ở nhiều môi trường khác nhau. Sinh viên Quan hệ Quốc tế được đánh giá cao bởi kiến thức chuyên sâu và kỹ năng tốt.",HCMUSSH,267,1399,HCMUSSH-421E69C67E,33,True,True,True,False
CTX-HCMUSSH-421E69C67E-CH0034,thong-tin-tong-quan-cac-nganh-dao-tao-dai-hoc-chinh-quy,"Sinh viên Quan hệ Quốc tế được đánh giá cao bởi kiến thức chuyên sâu và kỹ năng tốt. Chương trình đào tạo ngành Quan hệ Quốc tế được kiểm định theo tiêu chuẩn nghiêm ngặt của Mạng lưới các trường đại học Đông Nam Á (AUN-QA) - tổ chức kiểm định uy tín hàng đầu tại khu vực Đông Nam Á. Cử nhân Quan hệ quốc tế có thể làm việc trong các lĩnh vực, vị trí, công việc như: (1) Các vụ, đơn vị phụ trách hoạt động ngoại giao, đối ngoại của nhà nước và khu vực tư nhân; (2) Làm việc trong lĩnh vực truyền thông, quan hệ công chúng, tổ chức sự kiện, tài chính, ngân hàng; (3) Làm việc cho các quỹ đầu tư; các tổ chức quốc tế,...; (4) N ghiên cứu - giảng dạy tại các trường đại học, cao đẳng, viện, trung tâm nghiên cứu... Sinh viên tốt nghiệp bậc cử nhân có thể tiếp tục theo học bậc Thạc sĩ tại khoa. Xem chi tiết tại đây(https://hcmussh.edu.vn/news/item/7933) 21. NGÔN NGỮ ANH - Mã ngành: 7220201 (Mã ngành chương trình chuẩn quốc tế: 7220201_CLC) Đơn vị đào tạo: Khoa Ngữ văn Anh Tập thể khoa Ngữ văn Anh tại Nhà xuất bản Trẻ Website: https://hcmussh.edu.vn/nva(http://nva.hcmussh.edu.vn/) Chỉ tiêu tuyển sinh năm 2024 (dự kiến): + Chương trình chuẩn: 220 + Chương trình chuẩn quốc tế: 130 Khối/Tổ hợp xét tuyển năm: D01 Toán - Ngữ văn - Tiếng Anh.",HCMUSSH,247,1241,HCMUSSH-421E69C67E,34,True,True,True,False
CTX-HCMUSSH-421E69C67E-CH0035,thong-tin-tong-quan-cac-nganh-dao-tao-dai-hoc-chinh-quy,"(*) (*) Môn Tiếng Anh nhân hệ số 2 (D01) Điểm chuẩn 2023: * Chương trình chuẩn: + Tổ hợp xét tuyển: D01 - 26.05 + Điểm đánh giá năng lực ĐHQG-HCM: 850 * Chương trình chuẩn quốc tế: + Tổ hợp xét tuyển: D01 - 25.32 + Điểm đánh giá năng lực ĐHQG-HCM: 830 Các sinh viên ngành Ngôn ngữ Anh có thể lựa chọn chương trình giáo dục chuyên ngành Văn hóa - Văn học Anh - Mỹ , Biên phiên dịch tiếng Anh hoặc Ngữ học - Giảng dạy tiếng Anh . Cử nhân có kiến thức về lịch sử văn học Anh - Mỹ qua các thời kì, tìm hiểu về các vấn đề văn hóa, xã hội, kinh tế, chính trị tại Anh - Mỹ, được đào tạo để vận dụng ngôn ngữ một cách lưu loát trong giao tiếp và phiên dịch, có khả năng nghiên cứu và giảng dạy tiếng Anh, làm việc trong các cơ quan của chính phủ, doanh nghiệp, các tổ chức quốc tế... Chương trình đào tạo ngành Ngôn ngữ Anh được kiểm định theo tiêu chuẩn nghiêm ngặt của Mạng lưới các trường đại học Đông Nam Á (AUN-QA) - tổ chức kiểm định uy tín hàng đầu tại khu vực Đông Nam Á. Cử nhân Ngôn ngữ Anh có thể làm việc trong các lĩnh vực như: (1) Các cơ quan, đơn vị chính trị và kinh tế có sử dụng tiếng Anh như các nhà xuất bản, cơ quan truyền thông trong nước và tại các nước nói tiếng Anh, các cơ quan ngoại giao, các tổ chức quốc tế; các công ty, văn phòng của nước ngoài trong lĩnh vực du lịch, hướng dẫn viên hoặc các cơ quan, công ty, xí nghiệp trong nước có sử dụng tiếng Anh;",HCMUSSH,305,1375,HCMUSSH-421E69C67E,35,True,True,True,False
CTX-HCMUSSH-421E69C67E-CH0036,thong-tin-tong-quan-cac-nganh-dao-tao-dai-hoc-chinh-quy,"các công ty, văn phòng của nước ngoài trong lĩnh vực du lịch, hướng dẫn viên hoặc các cơ quan, công ty, xí nghiệp trong nước có sử dụng tiếng Anh; (2) Làm việc tại các cơ quan nghiên cứu, đào tạo như các trường đại học, cao đẳng, trung học phổ thông, trường tiểu học quốc tế; các trung tâm ngoại ngữ; các đơn vị hoạt động trong lĩnh vực giáo dục trong và ngoài nước có sử dụng tiếng Anh; các viện nghiên cứu thuộc lĩnh vực khoa học xã hội và nhân văn; (3) Làm thông dịch viên... Xem chi tiết tại đây(https://hcmussh.edu.vn/nva/regular-program) 22. NGÔN NGỮ NGA - Mã ngành: 7220202 Đơn vị đào tạo: Khoa Ngữ văn Nga Sinh viên khoa Ngữ văn Nga tại Liên doanh Việt - Nga Vietsovpetro Website: https://hcmussh.edu.vn/rf(https://hcmussh.edu.vn/rf) Chỉ tiêu tuyển sinh 2024 (dự kiến): 60 Khối/Tổ hợp xét tuyển: D01 Toán - Ngữ văn - Tiếng Anh, D02 Toán - Ngữ văn - Tiếng Nga. (*) (*) Môn Tiếng Anh nhân hệ số 2 (D01) , Môn Tiếng Nga nhân hệ số 2 (D02 ). Điểm chuẩn 2023: + Tổ hợp xét tuyển: D01, D02 - 22.20 + Điểm đánh giá năng lực ĐHQG-HCM: 670 Sinh viên ngành Ngôn ngữ Nga sẽ học song song hai ngôn ngữ: tiếng Nga và tiếng Anh. Cử nhân ngành Ngôn ngữ Nga được đào tạo kiến thức chuyên môn ngành Ngôn ngữ Nga; có kỹ năng thực hành tiếng Nga đạt trình độ Bậc 5 (theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam); bước đầu hình thành năng lực NCKH; vận dụng tốt các kỹ năng mềm;",HCMUSSH,278,1375,HCMUSSH-421E69C67E,36,True,True,True,False
CTX-HCMUSSH-421E69C67E-CH0037,thong-tin-tong-quan-cac-nganh-dao-tao-dai-hoc-chinh-quy,"có kỹ năng thực hành tiếng Nga đạt trình độ Bậc 5 (theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam); bước đầu hình thành năng lực NCKH; vận dụng tốt các kỹ năng mềm; có kỹ năng giải quyết các vấn đề liên quan đến nhóm ngành KHXH&NV và Ngôn ngữ Nga một cách độc lập sáng tạo; có ý thức tự đánh giá và hoàn thiện bản thân, có tinh thần cầu tiến và học tập suốt đời; có năng lực làm việc trong các lĩnh vực biên-phiên dịch Việt - Nga - Anh và du lịch, lữ hành. Cử nhân ngành Ngôn ngữ Nga có thể làm việc trong các lĩnh vực và vị trí công việc sau: (1) Biên/phiên dịch cho các cơ quan ngọai giao, các tổ chức kinh tế, văn hoá, các cơ quan thông tấn báo chí; (2) Du lịch : Hướng dẫn viên du lịch, tổ chức, điều hành hoạt động du lịch, lễ tân, khu nghỉ mát, khu du lịch; (3) Nghiên cứu ngôn ngữ Nga, văn hóa, lịch sử Nga và những vấn đề khu vực học, quốc tế học dựa trên nền tảng ngôn ngữ và văn hóa Nga; (4) Giảng dạy tiếng Nga tại các trường đại học, cao đẳng, phổ thông và các trung tâm ngoại ngữ. Sinh viên tốt nghiệp bậc cử nhân có thể tiếp tục theo học bậc thạc sĩ tại khoa. Xem chi tiết tại đây(https://hcmussh.edu.vn/rf/chuong-trinh-dao-tao) 23.",HCMUSSH,247,1153,HCMUSSH-421E69C67E,37,True,True,True,False
CTX-HCMUSSH-421E69C67E-CH0038,thong-tin-tong-quan-cac-nganh-dao-tao-dai-hoc-chinh-quy,"Sinh viên tốt nghiệp bậc cử nhân có thể tiếp tục theo học bậc thạc sĩ tại khoa. Xem chi tiết tại đây(https://hcmussh.edu.vn/rf/chuong-trinh-dao-tao) 23. NGÔN NGỮ PHÁP - Mã ngành: 7220203 Đơn vị đào tạo: Khoa Ngữ văn Pháp Sinh viên khoa Ngữ văn Pháp tham gia hỗ trợ tân sinh viên nhập học Website: https://hcmussh.edu.vn/nvp(https://hcmussh.edu.vn/nvp) Chỉ tiêu tuyển sinh năm 2024 (dự kiến): 80 Khối/Tổ hợp xét tuyển năm: D01 Toán - Ngữ văn - Tiếng Anh, D03 Toán - Ngữ văn - Tiếng Pháp (*) (*) Môn Tiếng Anh nhân hệ số 2 (D01), Môn Tiếng Pháp nhân hệ số 2 (D03). Điểm chuẩn 2023 : + Tổ hợp xét tuyển: D01 - 23.60 ; D03 - 23.20 + Điểm đánh giá năng lực ĐHQG-HCM: 725 Các cử nhân ngành Ngôn ngữ Pháp có kiến thức cơ bản và chuyên sâu về ngôn ngữ học, lý thuyết dịch và văn học Pháp, tìm hiểu về văn hóa, văn minh, các dòng tư tưởng, tình hình kinh tế, chính trị Pháp, được đào tạo để vận dụng ngôn ngữ một cách lưu loát và toàn diện trong giao tiếp và phiên dịch, có khả năng nghiên cứu và giảng dạy về ngôn ngữ. Ngoài ra, khoa Ngữ Văn Pháp cung cấp cho sinh viên một nền tảng kiến thức văn hoá, giúp sinh viên phát triển những khả năng diễn đạt, phân tích - phê bình, kỹ năng tổng hợp trong lĩnh vực Pháp ngữ. Cử nhân Ngữ văn Pháp có thể làm tốt công việc thuộc các lĩnh vực: (1) Đối ngoại tại các cơ quan ngoại giao như Sở Ngoại vụ, các Tổng lãnh sự quán, văn phòng ngoại giao;",HCMUSSH,283,1377,HCMUSSH-421E69C67E,38,True,True,True,False
CTX-HCMUSSH-421E69C67E-CH0039,thong-tin-tong-quan-cac-nganh-dao-tao-dai-hoc-chinh-quy,"Cử nhân Ngữ văn Pháp có thể làm tốt công việc thuộc các lĩnh vực: (1) Đối ngoại tại các cơ quan ngoại giao như Sở Ngoại vụ, các Tổng lãnh sự quán, văn phòng ngoại giao; các tổ chức quốc tế hay phi chính phủ có sử dụng tiếng Pháp như AUF, DEP; các tổ chức hữu nghị; (2) Kinh doanh trong các khách sạn, các cơ sở du lịch, các doanh nghiệp nhà nước, tư nhân, nước ngoài, các công ty dịch thuật, các cơ quan thông tấn, báo chí; (3) Nghiên cứu, giảng dạy tại các trường đại học, cao đẳng, trung học phổ thông, viện, trung tâm nghiên cứu, trung tâm ngoại ngữ, trung tâm tư vấn du học. Sinh viên tốt nghiệp bậc cử nhân có thể tiếp tục theo học bậc thạc sĩ tại khoa. Xem chi tiết tại đây(https://hcmussh.edu.vn/nvp/cunhan) 24. NGÔN NGỮ TRUNG QUỐC - Mã ngành: 7220204 (Mã ngành chương trình chuẩn quốc tế: 7220204_CLC) Đơn vị đào tạo: Khoa Ngữ văn Trung Quốc Sinh viên khoa Ngữ vănTrung Quốc tham gia tìm hiểu lịch sử tại bảo tàng TP. HCM Website: https://hcmussh.edu.vn/nvtq(http://nvtq.hcmussh.edu.vn/) Chỉ tiêu tuyển sinh 2024 (dự kiến) : + Chương trình chuẩn: 170 + Chương trình chuẩn quốc tế: 75 Khối/Tổ hợp xét tuyển: D01 Toán - Ngữ văn - Tiếng Anh, D04 Toán - Ngữ văn - Tiếng Trung. (*) (*) Môn Tiếng Anh nhân hệ số 2 (D01) , Môn Tiếng Trung nhân hệ số 2 (D04).",HCMUSSH,250,1259,HCMUSSH-421E69C67E,39,True,True,True,False
CTX-HCMUSSH-421E69C67E-CH0040,thong-tin-tong-quan-cac-nganh-dao-tao-dai-hoc-chinh-quy,"(*) (*) Môn Tiếng Anh nhân hệ số 2 (D01) , Môn Tiếng Trung nhân hệ số 2 (D04). Điểm chuẩn 2023: * Chương trình chuẩn: + Tổ hợp xét tuyển: D01 , D04 - 25.80 + Điểm đánh giá năng lực ĐHQG-HCM: 800 * Chương trình chuẩn quốc tế: + Tổ hợp xét tuyển: D01 - 24.50 , D04 - 24.80 + Điểm đánh giá năng lực ĐHQG-HCM: 785 Các cử nhân ngành Ngôn ngữ Trung Quốc có kiến thức cơ bản và chuyên sâu về đất nước và con người Trung Quốc, kiến thức chuyên ngành ngôn ngữ và văn học Trung Quốc. Cử nhân Ngôn ngữ Trung Quốc được đào tạo cả về mặt kiến thức chuyên môn lẫn kỹ năng xử lý và có tinh thần, thái độ phục vụ tốt để đáp ứng tốt yêu cầu của công việc liên quan đến đất nước, con người Trung Quốc. Sinh viên Khoa Ngữ văn Trung Quốc sau khi ra trường, hiện đang làm việc ở nhiều lĩnh vực thuộc nhiều ngành nghề trong xã hội, tiêu biểu như các cơ quan ngoại giao; Các cơ quan thông tấn - báo chí; Giảng dạy trong các trường đại học, các trường đào tạo ngôn ngữ Trung Quốc; Các đơn vị kinh tế như các công ty, xí nghiệp, ngân hàng trong và ngoài nước. Cử nhân ngành Ngôn ngữ Trung Quốc có thể làm việc trong các lĩnh vực như: (1) Cán bộ ngoại giao trong các cơ quan ngoại giao, các cơ quan thông tấn báo chí; (2) Thông dịch, phiên dịch; ( 3) Giảng dạy tiếng Trung tại các trường đại học, cao đẳng...; (4) Trợ lý các dự án hợp tác quốc tế, các văn phòng đại diện nước ngoài có sử dụng tiếng Trung...",HCMUSSH,301,1381,HCMUSSH-421E69C67E,40,True,True,True,False
CTX-HCMUSSH-421E69C67E-CH0041,thong-tin-tong-quan-cac-nganh-dao-tao-dai-hoc-chinh-quy,"( 3) Giảng dạy tiếng Trung tại các trường đại học, cao đẳng...; (4) Trợ lý các dự án hợp tác quốc tế, các văn phòng đại diện nước ngoài có sử dụng tiếng Trung... Xem chi tiết tại đây(https://hcmussh.edu.vn/nvtq/chinhquy) 25. NGÔN NGỮ ĐỨC - Mã ngành: 7220205 (Mã ngành chương trình chuẩn quốc tế: 7220205_CLC) Đơn vị đào tạo: Khoa Ngữ văn Đức Tập thể sinh viên khoa Ngữ văn Đức Website: https://hcmussh.edu.vn/nvduc(http://nvd.hcmussh.edu.vn/) Chỉ tiêu tuyển sinh 2024 (dự kiến) : + Chương trình chuẩn: 50 + Chương trình chuẩn quốc tế: 40 Khối/Tổ hợp xét tuyển: D01 Toán - Ngữ văn - Tiếng Anh, D05 Toán - Ngữ văn - Tiếng Đức. (*) (*) Môn Tiếng Anh nhân hệ số 2 (D01) , Môn Tiếng Đức nhân hệ số 2 (D05). Điểm chuẩn 2023: * Chương trình chuẩn + Tổ hợp xét tuyển: D01 - 24.85; D05 - 23.70 + Điểm đánh giá năng lực ĐHQG-HCM: 740 * Chương trình chuẩn quốc tế: + Tổ hợp xét tuyển: D01 - 23.40; D05 - 22.05 + Điểm đánh giá năng lực ĐHQG-HCM: 730 Sinh viên ngành Ngữ văn Đức được trang bị có hệ thống các kiến thức: kiến thức giáo dục đại cương bậc đại học khối ngành khoa học nhân văn và khoa học xã hội và hành vi; kiến thức tiếng Đức giao tiếp bậc trung cấp (tương ứng với trình độ C1 theo Tiêu chuẩn đánh giá trình độ ngoại ngữ của Cộng đồng chung châu Âu GER);",HCMUSSH,253,1256,HCMUSSH-421E69C67E,41,True,True,True,False
CTX-HCMUSSH-421E69C67E-CH0042,thong-tin-tong-quan-cac-nganh-dao-tao-dai-hoc-chinh-quy,"kiến thức tiếng Đức giao tiếp bậc trung cấp (tương ứng với trình độ C1 theo Tiêu chuẩn đánh giá trình độ ngoại ngữ của Cộng đồng chung châu Âu GER); kiến thức nền tảng về ngôn ngữ Đức và văn hóa các nước nói tiếng Đức, cụ thể là các kiến thức cơ bản về ngôn ngữ học Đức, văn chương Đức, biên phiên dịch Đức-Việt/Việt-Đức, và văn hóa - văn minh Đức-Áo-Thụy Sĩ; kiến thức chuyên ngữ tiếng Đức thông dụng ở một trong các lĩnh vực nghề nghiệp: kinh tế thương mại, du lịch, giáo dục... Cử nhân Ngữ văn Đức có thể làm việc trong các lĩnh vực: (1) Lĩnh vực kinh tế thương mại: thư ký; trợ lý ngôn ngữ; nhân viên văn phòng, phụ trách giao dịch thư tín, lễ tân; ... cho các công ty, nhà máy, xí nghiệp của Đức, Áo, Thụy sĩ hoặc các công ty đa quốc gia, nhà nước, tư nhân có đối tác, khách hàng từ Đức, Áo, Thụy sĩ; (2) Lĩnh vực du lịch: hướng dẫn viên du lịch; nhân viên văn phòng du lịch phụ trách về tổ chức, lên kế hoạch chương trình du lịch; nhân viên phụ trách lễ tân, bộ phận chăm sóc khách hàng của khách sạn, nhà hàng, ... có đối tượng khách hàng là người Đức, Áo, Thụy Sĩ; (3) Lĩnh vực giáo dục: giảng dạy và nghiên cứu tiếng Đức tại các trường đại học, phổ thông, các trung tâm ngoại ngữ, các viện nghiên cứu …; (4) Các lĩnh vực, vị trí công tác khác: biên phiên dịch; công tác tại các cơ quan ngoại giao, văn phòng đại diện, tổ chức quốc tế cần nhân lực biết tiếng Đức...",HCMUSSH,292,1373,HCMUSSH-421E69C67E,42,True,True,True,False
CTX-HCMUSSH-421E69C67E-CH0043,thong-tin-tong-quan-cac-nganh-dao-tao-dai-hoc-chinh-quy,"(4) Các lĩnh vực, vị trí công tác khác: biên phiên dịch; công tác tại các cơ quan ngoại giao, văn phòng đại diện, tổ chức quốc tế cần nhân lực biết tiếng Đức... Xem chi tiết tại đây(https://hcmussh.edu.vn/nvduc/daotao/chatluongcao/thongtin) 26. NGÔN NGỮ TÂY BAN NHA - Mã ngành: 7220206 Đơn vị đào tạo: Khoa Ngữ văn Tây Ban Nha - Italia Ban Giám hiệu cùng Ban Chủ nhiệm, cán bộ bộ môn Ngữ văn Tây Ban Nha trong buổi tới thăm và làm việc của Đại sứ TBN tại Việt Nam Website: https://hcmussh.edu.vn/tbn(http://tbn.hcmussh.edu.vn/) Chỉ tiêu tuyển sinh 2024 (dự kiến): 50 Khối/Tổ hợp xét tuyển: D01 Toán - Ngữ văn - Tiếng Anh, D03 Toán - Ngữ văn - Tiếng Pháp, D05 Toán - Ngữ văn - Tiếng Đức (*) (*) Môn Tiếng Anh nhân hệ số 2 (D01) , Môn Tiếng Pháp nhân hệ số 2 (D03) , Môn Tiếng Đức nhân hệ số 2 (D05) Điểm chuẩn 2023: + Tổ hợp xét tuyển: D01 - 24.31 ; D03, D05 - 23.10 + Điểm đánh giá năng lực ĐHQG-HCM: 725 Cử nhân Ngữ văn Tây Ban Nha có kiến thức cơ bản về khoa học nhân văn, kiến thức ngôn ngữ học của tiếng Tây Ban Nha, văn học của Tây Ban Nha cũng như của các nước nói tiếng Tây Ban Nha, kiến thức cơ bản về chính trị, xã hội, kinh tế, văn hóa… của các nước nói tiếng Tây Ban Nha, nhằm đáp ứng yêu cầu của xã hội đối với những ngành nghề cần sử dụng tiếng Tây Ban Nha (ngoại giao, dịch thuật, truyền thông, kinh tế, ngoại thương…), kiến thức liên ngành...",HCMUSSH,279,1357,HCMUSSH-421E69C67E,43,True,True,True,False
